150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,130.46,150.00,0.00,0.00
150.00,150.00,150.00,83.83,150.00,0.00,0.00
150.00,150.00,150.00,70.17,66.15,0.00,0.00
150.00,150.00,150.00,57.41,42.58,1.00,0.00
150.00,150.00,150.00,64.05,40.04,0.00,0.00
150.00,150.00,150.00,61.75,38.65,0.00,0.00
150.00,150.00,150.00,150.00,37.26,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,131.55,150.00,150.00,-3.00,0.00
111.70,97.32,119.99,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,4.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,-5.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,114.07,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,118.34,106.49,1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,81.35,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,105.04,0.00,0.00
150.00,150.00,150.00,137.88,143.09,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,147.70,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,129.32,2.00,0.00
150.00,150.00,126.97,108.85,112.95,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
117.56,122.83,150.00,150.00,150.00,2.00,0.00
150.00,150.00,130.94,138.91,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
150.00,103.49,86.25,79.76,82.75,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
104.51,85.91,99.76,150.00,150.00,-2.00,0.00
149.60,122.19,90.32,95.79,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
113.64,54.41,45.49,50.65,52.52,1.00,1.00
150.00,150.00,150.00,150.00,150.00,-5.00,0.00
60.17,63.07,99.58,150.00,150.00,-2.00,0.00
125.11,86.66,54.15,51.23,69.27,0.00,1.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,134.87,-5.00,1.00
150.00,150.00,53.92,39.52,41.37,0.00,1.00
150.00,150.00,146.96,135.21,150.00,-1.00,0.00
131.49,150.00,150.00,150.00,150.00,-4.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
136.91,150.00,150.00,150.00,150.00,0.00,0.00
150.00,137.67,98.25,101.53,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,-3.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
142.06,150.00,150.00,150.00,150.00,4.00,0.00
146.95,67.95,56.05,65.08,126.18,-3.00,1.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
138.91,150.00,150.00,150.00,150.00,0.00,0.00
145.87,119.58,138.77,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
108.74,89.42,103.90,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
148.42,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-3.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
129.72,145.29,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-4.00,0.00
64.29,59.98,79.78,150.00,150.00,-1.00,1.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
110.10,123.28,150.00,150.00,118.35,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
94.51,120.21,150.00,150.00,95.04,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
102.93,150.00,150.00,119.20,78.29,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,5.00,0.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,131.25,70.66,62.60,0.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,150.00,150.00,150.00,150.00,-3.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-3.00,0.00
150.00,150.00,92.45,49.86,43.78,0.00,1.00
150.00,150.00,125.96,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,139.31,117.12,139.28,150.00,3.00,0.00
150.00,150.00,150.00,90.25,80.44,0.00,0.00
150.00,112.29,140.30,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,-3.00,0.00
150.00,150.00,150.00,116.25,110.91,0.00,0.00
150.00,150.00,123.91,69.20,61.78,-5.00,0.00
91.86,80.98,101.01,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,146.33,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,96.76,92.32,2.00,0.00
88.80,43.26,36.43,42.91,150.00,-3.00,1.00
60.41,46.94,51.56,88.67,150.00,-2.00,1.00
150.00,150.00,150.00,150.00,125.37,2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,108.78,78.99,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,3.00,0.00
150.00,135.40,150.00,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,104.62,65.90,62.69,-1.00,1.00
150.00,142.73,48.10,36.20,38.63,0.00,1.00
150.00,145.67,143.60,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
85.83,150.00,150.00,150.00,150.00,0.00,0.00
150.00,109.95,73.80,64.87,80.50,0.00,1.00
150.00,150.00,150.00,150.00,150.00,0.00,1.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,130.73,150.00,150.00,150.00,3.00,0.00
73.78,65.86,83.15,94.70,150.00,1.00,1.00
42.92,33.71,37.20,50.08,71.01,2.00,1.00
150.00,150.00,96.69,150.00,150.00,-4.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
75.28,142.07,150.00,150.00,150.00,0.00,0.00
119.17,150.00,150.00,150.00,150.00,1.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,-2.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
73.71,150.00,150.00,150.00,150.00,-1.00,0.00
108.94,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
104.05,150.00,150.00,150.00,150.00,-1.00,0.00
129.60,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,1.00,0.00
140.53,150.00,150.00,150.00,150.00,-1.00,0.00
127.74,139.41,150.00,150.00,150.00,0.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
150.00,150.00,150.00,150.00,150.00,2.00,0.00
150.00,150.00,150.00,150.00,150.00,-1.00,0.00
